number	status	branch	owner	patch_set	insertions	deletions	subject
36105	MERGED	master	Dominique Martinet	6	57	1	LU-12734 misc: add bash completion for lctl set/get_param
36107	MERGED	b2_12	Minh Diep	2	7	0	LU-12614 ldlm: ldlm_cancel_hpreq_check should check lock count
36108	MERGED	b2_12	Minh Diep	3	21	10	LU-12603 ldlm: Check cancel lock count for correctness
36118	MERGED	master	James Simmons	2	29	33	LU-9859 libcfs: move misc-device registration closer to related code.
36119	MERGED	b2_12	Minh Diep	2	118	97	LU-12590 ptlrpc: check lm_bufcount and lm_buflen
36127	ABANDONED	master	Alex Zhuravlev	3	1	1	LU-0000 tests: verify replay-single/36
36137	MERGED	master	James Nunez	3	3	3	LU-12336 build: Revert Update ZFS version to 0.8.1
36138	ABANDONED	master	James Nunez	1	1	1	LU-12579 tests: current test results baseline
36139	MERGED	master	Chris Horn	3	28	10	LU-12739 lnet: Don't queue msg when discovery has completed
36141	MERGED	master	Jian Yu	6	178	41	LU-11485 lod: disallow setting the last non-stale mirror as stale
36142	ABANDONED	master	James Simmons	1	2	2	LU-4398 tests: re-enable sanity test 817
36143	MERGED	master	Sebastien Buisson	22	493	31	LU-12275 sec: enable client side encryption
36144	MERGED	master	Sebastien Buisson	27	234	44	LU-12275 sec: encryption for write path
36145	MERGED	master	Sebastien Buisson	28	40	0	LU-12275 sec: decryption for read path
36146	MERGED	master	Sebastien Buisson	28	70	35	LU-12275 sec: deal with encrypted object size
36152	ABANDONED	master	James Nunez	1	8	3	LU-12632 tests: stop running sanity-hsm 90 for ZFS
36154	MERGED	master	Lai Siyao	3	1	0	LU-11933 mdt: clear sp_cr_flags in migrate unpack
36155	ABANDONED	master	Oleg Drokin	1	29	36	LU-12742 Test revert to find a culprit 1
36156	ABANDONED	master	Oleg Drokin	1	1	1	LU-12742 Test revert to find a culprit 2
36157	ABANDONED	master	James Nunez	1	2	2	LU-11170 tests: stop running sanity 415 for ZFS
36159	MERGED	master	Alex Zhuravlev	2	8	8	LU-12751 tests: add missing error()
36161	MERGED	master	Nathaniel Clark	2	36	21	LU-12745 build: Account for optional SPL for ZFS 0.8+
36165	MERGED	master	Oleg Drokin	3	87	28	LU-12514 utils: add "lustre_tgt" filesystem type
36167	MERGED	master	Andreas Dilger	2	1	0	LU-12753 tests: wait for mds2 recovery in sanity 278
36171	ABANDONED	b2_12	Oleg Drokin	1	1	7	LU-12163 test revert
36172	ABANDONED	b2_12	Oleg Drokin	2	27	29	LU-11816 test revert
36173	MERGED	b2_12	Oleg Drokin	2	27	29	Revert "LU-11816 lnet: setup health timeout defaults"
36174	MERGED	master	Andreas Dilger	3	3	2	LU-12704 tests: component end must be multiple of stripesize
36176	MERGED	master	Andreas Dilger	5	56	45	LU-12757 utils: avoid newline inside error message
36177	MERGED	master	Alexander Zarochentsev	5	15	26	LU-12759 osc: don't re-enable grant shrink on reconnect
36178	ABANDONED	master	Jian Yu	13	99	15	LU-00000 tests: test RHEL 7.7
36179	MERGED	master	Alex Zhuravlev	3	4	1	LU-12570 mdt: request env for DT threads
36180	ABANDONED	master	Jian Yu	1	2	2	LU-12762 kernel: kernel update RHEL 8.0 [4.18.0-80.11.1.el8_0]
36181	ABANDONED	b2_12	Jian Yu	1	2	2	LU-12762 kernel: kernel update RHEL 8.0 [4.18.0-80.11.1.el8_0]
36182	MERGED	master	Chris Horn	2	8	3	LU-12763 lnet: Use alternate ping processing for non-mr peers
36184	MERGED	master	Andreas Dilger	11	582	307	LU-11380 llapi: add llapi_fid_parse() helper
36185	MERGED	master	Andreas Dilger	5	85	18	LU-11467 utils: add lfs mirror delete command
36186	MERGED	master	Andreas Dilger	2	2	2	LU-12760 tests: stack_trap defaults to sigspec=EXIT
36187	MERGED	master	Andrew Perepechko	5	84	12	LU-11426 llog: changelog records reordering
36189	MERGED	master	Wang Shilong	2	1	1	LU-12764 lnet: eliminate uninitialized warning
36191	MERGED	master	Sebastien Buisson	36	878	3	LU-12275 tests: exercise file content encryption/decryption
36193	MERGED	b2_12	Jian Yu	3	356	17	LU-10258 lfs: lfs mirror copy command
36194	MERGED	b2_12	Jian Yu	3	68	15	LU-11022 lfs: remove mirror by pool name
36195	MERGED	b2_12	Jian Yu	3	180	41	LU-11485 lod: disallow setting the last non-stale mirror as stale
36197	MERGED	master	Shaun Tancheff	6	47	19	LU-12770 test: zfs project_quota testing
36198	ABANDONED	master	Vitaly Fertman	1	2	17	LU-12681 mdc: kms_ignore cleanup
36199	MERGED	master	Vitaly Fertman	4	65	45	LU-12681 osc: wrong cache of LVB attrs
36200	MERGED	master	Vitaly Fertman	3	101	59	LU-12681 osc: wrong cache of LVB attrs, part2
36202	NEW	master	Andreas Dilger	33	37	38	LU-12514 tests: add testing for lustre_tgt type
36203	MERGED	master	Jian Yu	10	97	0	LU-12755 ldiskfs: fix project quota unpon unpatched kernel
36204	MERGED	master	Oleg Drokin	4	1	1	LU-12773 tests: sanity test_805 Use do_facet
36205	MERGED	b2_12	Minh Diep	2	27	18	LU-11729 obdclass: align to T10 sector size when generating guard
36207	MERGED	b2_12	Minh Diep	4	71	51	LU-12705 build: fix building fail against Power9 little endian
36208	MERGED	b2_12	Minh Diep	3	5	3	LU-12602 mdt: more EA size check in mdt_getxattr_pack_reply()
36209	MERGED	b2_12	Minh Diep	3	5	0	LU-12613 ptlrpc: check buffer length in lustre_msg_string()
36210	MERGED	b2_12	Minh Diep	2	2	0	LU-12581 osc: prevent use after free
36211	MERGED	b2_12	Minh Diep	2	10	7	LU-12650 lib: fix strings comparison during mount searching
36212	MERGED	b2_12	Minh Diep	2	6	7	LU-11675 hsm: don't allow new HSM requests during CDT_INIT
36213	ABANDONED	master	Patrick Farrell	1	3	3	LU-12506 mdc: Remove cdev_init
36214	MERGED	master	Joseph Gmitter	4	8	9	LU-12776 doc: update Changelog to reflect primary kernels
36215	MERGED	b2_12	Minh Diep	3	23	12	LU-12559 ptlrpc: Hold imp lock for idle reconnect
36216	MERGED	master	James Simmons	8	113	70	LU-8130 lu_object: factor out extra per-bucket data
36217	MERGED	b2_12	Mikhail Pershin	3	16	10	LU-11204 obdclass: remove unprotected access to lu_object
36218	MERGED	master	James Simmons	3	26	32	LU-8130 ldlm: separate buckets from ldlm hash table
36219	MERGED	master	James Simmons	5	7	5	LU-8130 ldlm: add a counter to the per-namespace data
36220	MERGED	master	James Simmons	3	20	43	LU-8130 ldlm: simplify ldlm_ns_hash_defs[]
36224	MERGED	master	Gu Zheng	2	10	12	LU-12705 utils: cleanup unnecessary typecasting
36225	ABANDONED	master	Neil Brown	11	534	720	LU-12780 lustre: combined patch - testing only.
36226	ABANDONED	master	Sebastien Buisson	2	1	1	LU-000 tests: test head of master with SSK
36227	ABANDONED	master	Sebastien Buisson	1	46	110	LU-000 tests: test head of master minus cedbb25e98 with SSK
36228	MERGED	master	Alex Zhuravlev	4	13	14	LU-10496 ofd: serialize fmd check and set
36229	NEW	master	Patrick Farrell	7	146	109	LU-12782 llite: Convert attr lock to rwlock
36230	MERGED	b2_12	James Simmons	5	15	33	LU-11617 mdc: fix possible deadlock in chlg_open()
36231	ABANDONED	master	James Nunez	2	5	4	LU-12779 tests: skip sanity test 27D/34 for some servers
36232	ABANDONED	master	James Nunez	2	3	0	LU-12783 tests: skip sanity 27I for some servers
36235	NEW	master	Ben Evans	13	4700	204	LU-10968 hsm: create external HSM queue interface
36236	MERGED	master	Hongchao Zhang	2	9	8	LU-12758 quota: clear default flag for new ID
36238	MERGED	master	Sebastien Buisson	7	6	25	LU-12275 osd: make osd layer always send complete pages
36239	ABANDONED	master	Minh Diep	5	28	0	LU-12788 kernel: new kernel [RHEL7.7 4.18.0-80.7.2.el7]
36240	MERGED	master	Patrick Farrell	9	32	45	LU-12784 llite: limit max xattr size by kernel value
36241	ABANDONED	master	Jian Yu	2	13	7	LU-12755 ldiskfs: limit EXT4_MAXQUOTAS to MAXQUOTAS
36242	MERGED	master	Chris Horn	5	17	9	LU-12410 lnet: Add additional output to sanity-lnet.sh
36243	MERGED	master	Emoly Liu	3	2	2	LU-12229 tests: fix "bad substitution" error
36244	ABANDONED	master	Wang Shilong	1	4	14	lu-12786 llite: Revert "LU-12587 llite: don't check vmpage refcount in ll_releasepage()"
36245	MERGED	master	Alexey Lyashkov	2	7	6	LU-12789 o2ib: fix configure checks
36246	ABANDONED	master	Charlie Olmstead	1	0	0	ATM-1513 - Investigate mixed arches in test parameters
36247	ABANDONED	master	Jian Yu	5	4	4	LU-12792 kernel: kernel update RHEL7.7 [3.10.0-1062.1.2.el7]
36248	ABANDONED	b2_12	Jian Yu	4	4	4	LU-12792 kernel: kernel update RHEL7.7 [3.10.0-1062.1.2.el7]
36249	ABANDONED	master	Jian Yu	5	2	2	LU-12793 kernel: kernel update SLES12 SP4 [4.12.14-95.32.1]
36250	ABANDONED	b2_12	Jian Yu	5	2	2	LU-12793 kernel: kernel update SLES12 SP4 [4.12.14-95.32.1]
36251	MERGED	b2_12	Wang Shilong	2	2	0	LU-11542 import: Fix missing spin_unlock()
36252	MERGED	b2_12	Minh Diep	3	1	1	LU-12385 lnet: update opa defaults
36253	MERGED	b2_12	Minh Diep	2	27	17	LU-12621 o2iblnd: cache max_qp_wr
36254	MERGED	b2_12	Minh Diep	2	3	3	LU-12569 o2iblnd: Make credits hiw connection aware
36255	MERGED	master	Shaun Tancheff	2	49	457	LU-12795 tests: Introduce FAILF and start using it
36256	NEW	master	Hongchao Zhang	5	28	0	LU-11377 lod: set [x]attr to slave stripes if needed
36257	MERGED	master	Neil Brown	4	0	6	LU-12780 lustre: remove SVC_EVENT flag
36258	MERGED	master	Neil Brown	6	50	60	LU-12780 llite: don't use ptlrpc_thread for sai_agl_thread
36259	MERGED	master	Neil Brown	6	64	75	LU-12780 llite: avoid ptlrpc_thread for ll_statahead_thread
36260	MERGED	master	Neil Brown	10	60	95	LU-12780 target: don't use ptlrpc_thread for txn_commit_thread
36261	MERGED	master	Neil Brown	8	57	82	LU-12780 lod: don't use ptlrpc_thread for recovery thread
36262	MERGED	master	Neil Brown	13	71	66	LU-12780 ofd: don't use ptlrpc_thread for consistency verification
36263	MERGED	master	Neil Brown	4	66	75	LU-12780 osp: use native kthreads for opd_pre_thread
36264	MERGED	master	Neil Brown	5	33	48	LU-12780 osp: don't use ptlrpc_thread for opd_update_thread
36265	MERGED	master	Neil Brown	8	55	68	LU-12780 osp: don't use ptlrpc_thread for osp_sync_thread()
36266	MERGED	master	Neil Brown	7	24	22	LU-12780 osp: don't use ptlrpc_thread for lwp_notify_main()
36267	MERGED	master	Neil Brown	11	81	56	LU-12780 quota: don't use ptlrpc_thread for qsd_upd_thread()
36268	MERGED	master	Neil Brown	8	79	56	LU-12780 quota: don't use ptlrpc_thread for qsd_reint_main()
36269	MERGED	master	Lai Siyao	2	55	44	LU-12495 obdclass: qos penalties miscalculated
36270	MERGED	b2_12	Jian Yu	4	97	0	LU-12755 ldiskfs: fix project quota unpon unpatched kernel
36271	ABANDONED	b2_12	Jian Yu	2	99	15	LU-00000 tests: test RHEL 7.7
36272	MERGED	master	Emoly Liu	3	17	11	LU-12790 obdclass: print jobid error message properly
36273	MERGED	b2_12	Minh Diep	2	83	18	LU-12612 osd: add lnb size down to osd
36274	MERGED	master	Alex Zhuravlev	12	18	16	LU-12769 recovery: use monotonic timer
36275	MERGED	master	Oleg Drokin	7	1	1	LU-12761: tests: make version_code() accept two number versions too
36276	MERGED	master	Shaun Tancheff	2	159	267	LU-12795 tests: Prefer FAILF in mpi tests
36279	NEW	master	Minh Diep	3	14	1	LU-0000 build: save and reuse cached file
36280	MERGED	master	Sebastien Buisson	3	8	7	LU-12778 tests: give time to apply nodemap
36282	MERGED	master	Alex Zhuravlev	4	1	1	LU-12799 ptlrpc: return proper error code
36286	MERGED	master	Qian Yingjin	9	116	10	LU-12026 mdt: MDS stores atime|mtime|ctime during close
36287	MERGED	master	Andriy Skulysh	2	3	0	LU-12800 mdd: do not cache atributes on mdd_parent_fid
36288	ABANDONED	master	Sebastien Buisson	3	1	1	LU-000 tests: trigger error in sanity-sec
36289	MERGED	master	Emoly Liu	3	8	0	LU-12802 tests: speedup cleanup of racer
36290	ABANDONED	master	Charlie Olmstead	3	0	0	ATM-1283 - Create optional test sessions for Lustre security testing
36291	MERGED	master	Alex Zhuravlev	13	4	1	LU-12805 tests: disable replay-single/36
36292	MERGED	master	Quentin Bouget	19	73	53	LU-12806 llapi: use name_to_handle_at in llapi_fd2fid
36296	ABANDONED	master	Alex Zhuravlev	1	0	0	LU-12703 tests: debugging patch
36297	MERGED	master	Alex Zhuravlev	3	3	3	LU-12809 llite: statfs to use NODELAY with MDS
36298	MERGED	master	Wang Shilong	4	12	12	LU-12777 test: fix to pass facet to facet_fstype
36300	ABANDONED	master	Vladimir Saveliev	3	30	14	LU-12704 llite: init i/o for cl_object_flush
36303	MERGED	master	Jian Yu	3	1	1	LU-11670 tests: do not fail the first half in sanityn test 103
36304	MERGED	master	James Simmons	4	48	71	LU-9859 libcfs: opencode cfs_cap_{raise,lower,raised}
36308	MERGED	master	Oleg Drokin	7	20	8	LU-11997 ptlrpc: Properly swab ll_fiemap_info_key
36309	MERGED	master	Ann Koehler	8	11	9	LU-12816 ptlrpc: ptlrpc_register_bulk LBUG on ENOMEM
36310	ABANDONED	master	Nathaniel Clark	9	12	3	LU-12336 build: Update ZFS version to 0.8.2
36312	MERGED	b2_12	Minh Diep	2	4	1	LU-12570 mdt: request env for DT threads
36313	MERGED	b2_12	Minh Diep	2	9	11	LU-12705 utils: cleanup unnecessary typecasting
36314	MERGED	b2_12	Minh Diep	4	366	211	LU-11743 utils: allow lctl pool_list on separate MGS
36315	MERGED	b2_12	Minh Diep	2	6	2	LU-12690 llite: error handling of ll_och_fill()
36316	MERGED	b2_12	Minh Diep	2	84	12	LU-11426 llog: changelog records reordering
36317	MERGED	b2_12	Minh Diep	2	27	13	LU-12707 obdecho: avoid panic with partially object init
36319	MERGED	master	Neil Brown	3	11	28	LU-12820 osc: remove 'transient' arg from osc_enter_cache_try
36320	ABANDONED	master	Arshad Hussain	1	1	0	LU-0000 tests: git push test
36321	ABANDONED	master	Alex Zhuravlev	3	49	1	LU-12822 build: disable couple checks with gcc9
36322	MERGED	master	Alex Zhuravlev	3	1	1	LU-12823 tests: basetest to remove A-Z in test name
36324	MERGED	master	Chris Horn	3	26	26	LU-12824 o2ib: Fix whitespace in kiblnd_startup
36325	MERGED	master	Chris Horn	4	10	4	LU-12824 o2ib: Record rc in debug log on startup failure
36326	MERGED	master	Chris Horn	4	66	25	LU-12824 o2ib: Reintroduce kiblnd_dev_search
36328	MERGED	b2_12	Minh Diep	2	34	0	LU-12355 lnet: Adjust checks for ib_device_ops
36329	MERGED	b2_12	Minh Diep	2	1	2	LU-12355 lnet: ib_fmr_pool_unmap returns void
36330	MERGED	b2_12	Minh Diep	2	32	0	LU-12400 lnet: Infiniband sg_dma changes for linux 5.1
36331	MERGED	b2_12	Minh Diep	2	7	6	LU-12789 o2ib: fix configure checks
36333	MERGED	master	Minh Diep	5	7	3	LU-12825 build: change lbuild to support MOFED 4.7
36335	MERGED	master	Alex Zhuravlev	4	3	0	LU-12703 utils: reset rootpath in llapi_search_rootpath()
36338	MERGED	b2_12	Minh Diep	4	128	45	LU-11626 mdc: hold obd while processing changelog
36339	MERGED	master	James Simmons	2	15	28	LU-12678 lnet: use list_move where appropriate.
36340	MERGED	master	Andriy Skulysh	4	219	181	LU-12828 ldlm: FLOCK request can be processed twice
36341	MERGED	b2_12	Minh Diep	2	32	16	LU-11239 lfs: fix mirror resync error handling
36342	MERGED	b2_12	Minh Diep	2	4	3	LU-12533 llite: Improve readahead RPC issuance
36343	MERGED	master	James Simmons	2	1	23	LU-10467 lov: use wait_event() in lov_subobject_kill()
36344	MERGED	b2_12	Minh Diep	3	7	3	LU-12825 build: change lbuild to support MOFED 4.7
36345	MERGED	master	James Simmons	2	1	13	LU-10467 llite: use wait_event in cl_object_put_last()
36346	MERGED	b2_12	Minh Diep	2	54	11	LU-12100 tests: Use minimum soft qunit limits
36347	MERGED	b2_12	Minh Diep	2	25	3	LU-11756 o2iblnd: kib_conn leak
36348	MERGED	b2_12	Minh Diep	2	42	3	LU-12674 osp: handle -EINPROGRESS on llog objects
36349	MERGED	b2_12	Minh Diep	2	18	8	LU-12719 obdclass: serialize lwp list access
36351	MERGED	master	Andreas Dilger	3	22	20	LU-12712 lod: fix warning message for non-SEL file
36352	MERGED	master	Mikhail Pershin	4	1	3	LU-10496 tests: enable 39k for DoM
36353	ABANDONED	master	Jian Yu	9	12	3	LU-00000 tests: perform full group tests with ZFS
36355	MERGED	master	James Nunez	11	17	22	LU-1538 tests: standardize test script init – parallel-scale
36358	MERGED	master	James Nunez	3	52	78	LU-1538 tests: standardize test script init – failover
36359	MERGED	master	James Nunez	9	42	68	LU-1538 tests: standardize test script init – full group
36360	MERGED	master	Sebastien Buisson	5	15	7	LU-12275 sec: reserve flags for client side encryption
36361	ABANDONED	master	Sebastien Buisson	1	82	8	LU-12275 sec: deal with encrypted object size
36362	MERGED	b2_12	Minh Diep	3	55	8	LU-12553  mdc: polling mode for changelog reader
36365	MERGED	b2_12	James Nunez	2	7	0	LU-11768 test: limit at_max to timeout in time
36366	MERGED	b2_12	James Nunez	2	6	6	LU-12639 tests: initialize variable sanity 317
36367	ABANDONED	master	Mikhail Pershin	1	89	98	LU-12732 ldlm: implicit client lock convert
36368	MERGED	master	Mikhail Pershin	8	27	19	LU-12704 lov: check all entries in lov_flush_composite
36369	MERGED	master	James Nunez	3	4	0	LU-10589 tests: insulate sanity-dom from test failures
36370	MERGED	b2_12	Minh Diep	3	32	4	LU-11739 lod: subdir under ROOT should honor default layout
36372	MERGED	master	James Nunez	13	67	135	LU-1538 tests: standardize test script init – misc tests
36373	MERGED	master	Shaun Tancheff	3	107	65	LU-12634 llite: Use __xa_set_mark if it is available
36375	MERGED	master	James Nunez	3	27	31	LU-11607 tests: replace lustre_version/fstype - full
36376	MERGED	b2_12	Minh Diep	2	115	100	LU-11967 mdt: reint layout_change in standard way
36377	MERGED	b2_12	Minh Diep	2	2	2	LU-12229 tests: fix "bad substitution" error
36378	MERGED	b2_12	Minh Diep	2	17	11	LU-12790 obdclass: print jobid error message properly
36379	MERGED	b2_12	Minh Diep	2	12	12	LU-12777 test: fix to pass facet to facet_fstype
36380	MERGED	master	James Nunez	2	16	15	LU-11607 tests: replace lustre_version/fstype - large-lun
36381	MERGED	b2_12	Minh Diep	2	8	0	LU-12802 tests: speedup cleanup of racer
36382	MERGED	b2_12	Minh Diep	3	29	27	LU-11816 lnet: setup health timeout defaults
36383	MERGED	master	Andreas Dilger	5	64	49	LU-9629 utils: fix lfs_migrate for non-root users
36384	MERGED	master	Arshad Hussain	2	155	152	LU-6142 tests: Fix style issues for runas.c
36385	MERGED	master	Arshad Hussain	3	117	117	LU-6142 tests: Fix style issues for rwv.c
36386	MERGED	master	Arshad Hussain	22	58	52	LU-6142 tests: Fix style issues for statmany.c
36387	MERGED	master	Arshad Hussain	2	31	32	LU-6142 tests: Fix style issues for statone.c
36388	MERGED	master	Arshad Hussain	2	149	146	LU-6142 tests: Fix style issues for test_brw.c
36389	MERGED	master	Arshad Hussain	5	43	37	LU-6142 tests: Fix style issues for unlinkmany.c
36390	MERGED	master	Arshad Hussain	3	41	38	LU-6142 tests: Fix style issues for write_time_limit.c
36391	MERGED	master	Alexander Boyko	2	14	0	LU-12833 obdclass: fix LWP config processing
36393	MERGED	b2_12	Minh Diep	2	58	153	LU-11157 obd: round values to nearest MiB for *_mb syfs files
36395	ABANDONED	master	Nathaniel Clark	4	14	2	LU-11170 test: Skip sanity/415 for ZFS 0.8.0+
36398	ABANDONED	b2_12	Li Xi	1	1	0	LU-11933 mdt: clear sp_cr_flags in migrate unpack
36399	MERGED	b2_12	Andreas Dilger	4	1	0	LU-11933 mdt: clear sp_cr_flags in migrate unpack
36401	MERGED	b2_12	Sebastien Buisson	2	3	0	LU-12622 tests: skip sanity test_816 with SSK
36402	NEW	master	Li Dongyang	1	20	0	LU-12827 ldiskfs: debug patch
36405	MERGED	b2_12	Minh Diep	5	17	0	LU-11575 build: install systemd stuff only for debian with systemd enabled
36406	MERGED	b2_12	Minh Diep	4	279	29	LU-11670 osc: glimpse - search for active lock
36407	MERGED	b2_12	Minh Diep	3	1	1	LU-11670 tests: do not fail the first half in sanityn test 103
36408	MERGED	b2_12	Minh Diep	3	36	21	LU-12745 build: Account for optional SPL for ZFS 0.8+
36409	MERGED	master	Andreas Dilger	3	6	1	LU-12838 ptlrpc: fix watchdog ratelimit logic
36413	ABANDONED	master	Wang Shilong	4	6	5	LU-12832 ldlm: avoid to search all PR extents
36414	MERGED	master	Andreas Dilger	2	9	5	LU-12842 utils: llog_print with snapshot name
36415	MERGED	b2_12	Jian Yu	4	25	5	LU-12355 llite: vfs atomic_open change with FMODE_CREATED
36416	MERGED	master	James Nunez	2	5	5	LU-12845 utils: fix typos in 'lctl pcc' help
36417	MERGED	master	Jian Yu	2	1	1	LU-12844 lnet: fix strncpy bound error
36418	MERGED	b2_12	Jian Yu	3	1	1	LU-12844 lnet: fix strncpy bound error
36419	NEW	master	Wang Shilong	3	40	3	LU-12832 ldlm: debug extent tree
36423	MERGED	master	Alexey Lyashkov	5	2	46	LU-12214 selinux: Remove concatenating of selinux context
36424	MERGED	master	Alexey Lyashkov	7	18	14	LU-12214 build: fixes if the name is not just 'lustre'
36425	ABANDONED	master	Alexey Lyashkov	4	23	25	LU-12214 build: fixes for configure --enable-dist
36426	MERGED	master	Alexey Lyashkov	7	10	1	LU-12214 build: fix build with mofed
36427	MERGED	master	Alexey Lyashkov	7	23	4	LU-12214 build: fix build with MPI
36428	MERGED	master	Alexey Lyashkov	7	30	13	LU-12214 build: add right kernel detect
36429	MERGED	master	Alexey Lyashkov	11	60	40	LU-12214 build: fix build without lustre_utils
36430	MERGED	master	Alexey Lyashkov	18	17	2	LU-12214 build: fix build with gss enabled
36431	MERGED	master	Hongchao Zhang	4	13	5	LU-11768 test: make at_max to take effect
36432	MERGED	master	James Simmons	2	0	2	LU-8130 obd: remove used HASH_CL_ENV_[BKT]_BITS
36433	MERGED	master	Sebastien Buisson	19	152	5	LU-12275 sec: control client side encryption
36435	MERGED	master	Emoly Liu	9	97	45	LU-12811 ptlrpc: pass buffer size to the swabbing functions
36438	MERGED	master	Arshad Hussain	2	115	115	LU-6142 tests: Fix style issues for openunlink.c
36439	MERGED	master	Arshad Hussain	2	1	71	LU-6142 tests: Remove file rmdirmany.c
36440	MERGED	master	Arshad Hussain	2	79	78	LU-6142 tests: Fix style issues for sendfile.c
36441	MERGED	master	Arshad Hussain	2	7	7	LU-6142 tests: Fix style issues for tchmod.c
36442	MERGED	master	Mikhail Pershin	10	11	3	LU-12321 mdc: allow ELC for DOM file unlink
36443	MERGED	master	Alexander Boyko	2	23	66	LU-12853 ptlrpc: zero session enviroment
36450	MERGED	master	Sebastien Buisson	2	1	1	LU-12854 nodemap: allow boolean value for audit_mode
36452	MERGED	master	Andreas Dilger	4	77	60	LU-12859 llite: clear flock when using localflock
36453	MERGED	master	Shaun Tancheff	8	381	347	LU-12861 libcfs: provide an scnprintf and start using it
36457	ABANDONED	master	Sebastien Buisson	2	1	1	LU-000 tests: test recovery-small test_110k on Ubuntu client
36459	MERGED	master	Andreas Dilger	3	8	1	LU-12734 misc: allow older bash_completion versions
36462	ABANDONED	master	Oleg Drokin	1	1	0	LU-12868 test a theory
36463	ABANDONED	master	James Simmons	1	1	1	LU-11170 test: try zfs tunable
36466	MERGED	master	Mikhail Pershin	11	278	340	LU-11276 ldlm: fix lock convert races
36467	MERGED	master	Andreas Dilger	5	1	1	LU-12871 mdd: enable Changelog garbage collection
36468	MERGED	master	Andreas Dilger	7	18	9	LU-12865 tests: fix sanity 160f to be more robust
36469	MERGED	master	Andreas Dilger	33	106	125	LU-12885 mds: add enums for MDS_OPEN flags
36470	ABANDONED	master	Sebastien Buisson	1	1	1	LU-000 tests: test Ubuntu client
36471	MERGED	master	Minh Diep	3	2	2	LU-12870 build: sanity-hsm test depends on libtool
36472	ABANDONED	master	Sebastien Buisson	1	21	32	LU-000 tests: test sending complete pages
36473	ABANDONED	master	Sebastien Buisson	1	702	38	LU-000 tests: test encryption enabled
36474	ABANDONED	master	Sebastien Buisson	1	867	69	LU-000 tests: test encryption enabled with write code
36475	ABANDONED	master	Sebastien Buisson	1	923	69	LU-000 tests: test encryption enabled with read code
36476	ABANDONED	master	Sebastien Buisson	1	969	97	LU-000 tests: test encryption enabled with obj size
36478	NEW	master	Chris Horn	5	51	70	LU-12873 lnet: Response tracker cleanup
36481	MERGED	b2_12	Minh Diep	5	20	8	LU-11997 ptlrpc: Properly swab ll_fiemap_info_key
36482	MERGED	b2_12	Minh Diep	3	3	0	LU-12703 utils: reset rootpath in llapi_search_rootpath()
36483	MERGED	b2_12	Minh Diep	2	57	1	LU-12734 misc: add bash completion for lctl set/get_param
36484	NEW	master	Li Dongyang	1	647	606	LU-12827 ldiskfs: fix ldiskfs_xattr_inode_iget error checking
36485	ABANDONED	b2_12	Sebastien Buisson	1	1	1	LU-000 tests: test Ubuntu client on 2.12
36488	MERGED	master	James Simmons	2	1	1	LU-12803 libcfs: bump module version
36491	ABANDONED	master	Olaf Faaland	9	9	9	LU-11170 osd-zfs: test ZFS version update to 0.8.2
36492	NEW	master	Ben Evans	24	531	200	LU-10968 hsm: encapsulate copyaction_private
36506	NEW	master	Arshad Hussain	23	249	25	LU-14157 zfs-osd: Add fallocate functionality for ZFS
36507	MERGED	master	Qian Yingjin	20	286	56	LU-11971 utils: Send file creation time to clients
36508	MERGED	master	Alexander Zarochentsev	4	1	1	LU-12370 ptlrpc: grammar fix.
36509	ABANDONED	master	Shaun Tancheff	18	275	0	LU-12887 tests: Add LNet dynamic discovery tests
36510	MERGED	master	James Simmons	2	116	155	LU-9859 libcfs: move remaining code from linux-module.c to module.c
36511	MERGED	master	Alex Zhuravlev	10	4	0	LU-12888 tests: remove big files in sanity
36512	MERGED	master	Chris Horn	8	19	35	LU-12889 lnet: Do not assume peers are MR capable
36513	NEW	master	Zhenyu Xu	3	16	6	LU-12864 test: enable unstable check accounting in test
36517	NEW	master	Oleg Drokin	8	67	30	LU-12916 clio: force lockless io for all writes
36519	MERGED	master	Andreas Dilger	6	37	40	LU-12885 llite: mark extended attr and inode flags
36520	MERGED	master	Andreas Dilger	8	88	58	LU-12885 mdd: clearly name variables for MAY_ flags
36521	NEW	master	Andreas Dilger	5	42	47	LU-12885 mdc: remove flags argument from pack functions
36522	MERGED	master	Andreas Dilger	8	12	7	LU-12885 mdd: only bottom of clf_flags in changelog
36523	ABANDONED	master	Andreas Dilger	12	331	270	LU-12885 osd: rename xattr operation flags consistently
36524	MERGED	master	Andreas Dilger	8	67	52	LU-12885 llapi: use enum llapi_layout_get_flags
36525	ABANDONED	master	Olaf Faaland	5	18	2	LU-11170 osd-zfs: gather data ZFS version update to 0.8.2
36526	NEW	master	Ben Evans	3	503	189	LU-12890 hsm: perform mirror sync through HSM
36527	MERGED	master	Jian Yu	5	4	4	LU-12791 kernel: kernel update RHEL 8.0 [4.18.0-80.11.2.el8_0]
36528	MERGED	b2_12	Jian Yu	4	44	1	LU-12791 kernel: kernel update RHEL 8.0 [4.18.0-80.11.2.el8_0]
36529	ABANDONED	master	Jian Yu	1	4	4	LU-12891 kernel: kernel update RHEL7.7 [3.10.0-1062.4.1.el7]
36530	ABANDONED	b2_12	Jian Yu	3	45	2	LU-12891 kernel: kernel update RHEL7.7 [3.10.0-1062.4.1.el7]
